	tau1	tau2	tau3	tau4	a_1	a_2	a_3	a_4	b_1	b_2	b_3	b_4	F2x	T2x	GregoryF2x	GregoryT2x
CESM2-WACCM-FV2	1.000730469592901	5.411391535945601	363.46163330539537	5000.0	0.6115830439188357	3.3751233185455294	6.580442157104024	1.1704237719334882	-0.0032597863403783	3.401068847046844	2.629396337759191	0.4676749534567124	3.2474401759611844	5.8687861457509385	2.91694192750407	4.768636235686579
CMCC-CM2-SR5	1.950083662914172	11.520722069934678	82.0809786813455	5000.0	2.820513080278264	1.4522830055146685	2.057719965876922	0.9451013326864894	2.55140336461604	2.0623690025160526	1.9953415143792004	0.9164511963127132	3.762782538912003	3.6378086921781714	3.774412055438335	3.565428259991777
CNRM-CM6-1	1.7161687225534266	13.556506214190504	83.04234926970078	5000.0	2.771438466024821	2.431810865802304	1.962634562108212	2.5243810964976765	3.2328758862863323	1.593678399192833	1.5249356511820056	1.961403720050754	4.156446828355962	4.845132495216507	3.71275447244831	4.850926805188614
CNRM-CM6-1-HR	1.7919076779983958	12.955571164227951	214.4011088622333	5000.0	2.1821087011977305	3.257025191275724	2.359754939109426	0.5339112048795087	1.966242591968577	2.5696443709677577	2.538492048048844	0.5743517369063387	3.824365373945759	4.166400018231194	3.903146073030184	4.394245564337717
CNRM-ESM2-1	4.301632448677943	41.2678124670037	99.09266450940652	5000.0	3.643136246252605	2.133958696327645	0.6333851955602778	1.6255683781135262	1.928924256640573	1.3734280872434963	0.6869428198961904	1.763022775749597	2.876158969764929	4.018024258127027	3.021017913370844	4.713309953903811
CanESM5	2.068200659011183	13.790301035034004	188.3347838318366	5000.0	2.377362396865597	3.553022759455679	4.07465334080989	1.647167613105674	1.7654599148013843	2.4258286375844245	2.4069375080258872	0.9729979898612672	3.785612025136481	5.826103055118421	3.641425494928503	5.647035351423777
E3SM-1-0	1.1306019639438505	10.240574568785789	143.3168029757069	5000.0	1.1076615657860824	4.91247601424788	4.200059338858457	1.3637535837212609	2.668294840391103	3.606560914458892	1.9692218478754373	0.6394036692139302	4.441740635969682	5.79197525130684	3.3323998599660816	5.326724591033551
EC-Earth3	2.63000642757772	25.458392719978345	119.4733762033407	5000.0	3.2205048492067525	2.3003539221101685	2.417787161489357	0.661600168923477	3.891303463723681	1.751515963768567	1.802625196948322	0.4932680402157787	3.9693563323281738	4.300123050864878	3.393826819291226	4.217687234118564
EC-Earth3-Veg	2.1718246672170043	18.876051815292435	82.45797449590863	5000.0	3.039910280508705	1.922192695029742	2.9499244864604384	0.8807049756719503	4.189380696928448	1.478706997355656	2.214938400619438	0.6612736289304237	4.272149861916983	4.396366218835419	3.469806094726428	4.322416607788799
FGOALS-f3-L	1.1210212941059512	6.175134094342056	124.14762214515392	5000.0	1.4771021672356153	2.3756065091286973	1.9338636333919423	0.5493166615351351	2.658521762860364	4.0629130270314695	2.09038788915628	0.593777594633571	4.7028001368408425	3.1679444856456955	4.092379709419066	3.008024901720441
FGOALS-g3	2.84656118826283	16.240671911680874	140.6309316615061	5000.0	3.1424767128400566	0.4290012575229024	1.7181921523310784	0.8060412992203101	4.808111038823004	0.5983450471305555	1.7339795464456782	0.8134475090823274	3.9769415707407823	3.047855710957174	3.595893336159821	2.876702631911702
FIO-ESM-2-0	1.2163771798681071	7.069200042393346	257.57106936456023	5000.0	1.2293850992467923	3.2221558441863065	4.287400332218753	0.0588961241863294	2.423207896435975	3.1049105373809702	3.343288864020664	0.0459268416449072	4.458667069741258	4.39891869991909	3.720749006547735	4.213987860005172
GFDL-CM4	1.8778481284991264	9.5109546973297	209.7675207219047	5000.0	2.775257342726924	1.347687728396593	3.6125625995363233	1.4807059461700487	4.92453195026854	1.543921912297456	1.9154239101887016	0.7850880075037933	4.584482890129245	4.608106808414944	3.196847816408225	3.9226554791708215
GFDL-ESM4	1.176831603759746	6.061610925683911	85.95897013484304	5000.0	1.388420628834421	2.0763733274787066	0.9426527467365708	0.8939919303865048	2.757436297778335	2.6642063505188096	1.3051171076356314	1.237745465098282	3.9822526105155287	2.6507193167181016	3.639353826983973	2.6576540064554592
GISS-E2-1-G	1.0165169108317755	5.95629313541765	379.7858824291848	5000.0	1.7232326381060428	1.7700408287234302	1.8547387489311289	0.2163146243485067	2.444151397097105	2.9139413585953284	2.348670176368008	0.2739208997560292	3.9903419159082354	2.7821634200545544	3.926175811696543	2.6647554461156853
GISS-E2-1-H	1.015764764083566	6.268708398180562	80.13809025098051	5000.0	1.347490358628334	2.153868906630411	1.7905307091036833	1.0487979575374178	2.8556993529981414	2.570587272941345	1.8662859883268408	1.093171383649555	4.192871998957941	3.170343965949923	3.49845725204543	3.1047860217764045
GISS-E2-2-G	1.3676898944799074	10.131615422843494	323.4449148880607	5000.0	1.90011063337592	1.675635532678765	0.3859195059661719	0.7575713910239013	3.0608564846428363	2.559249595544392	0.6470220930687629	1.2701234829842072	3.7686258281200993	2.3596185315223788	3.730056018407997	2.410065043927783
HadGEM3-GC31-LL	2.819206441674237	23.53497159449968	261.665583025402	5000.0	3.045455101217816	3.3571264384209805	3.636769030145247	1.5394193492603845	3.131359186175512	1.992639864057098	2.0384663737287534	0.8628688136429066	4.012667118802135	5.789384959522214	3.4773091383677373	5.555921118033602
HadGEM3-GC31-MM	1.5642270251029773	14.91315999460688	249.9917912934162	5000.0	2.32470883913518	3.2811154504396414	5.212771567605184	0.0983201388468657	3.151090280284323	1.9753761686209093	3.4072683688914176	0.0642658314820119	4.29900032463933	5.458457998013436	3.550227699156809	5.463234253212843
IITM-ESM	1.1024480823652227	5.650774682020649	118.52510517963798	5000.0	1.6110589060941498	1.6664249214468578	0.8610869473204608	0.6772260965899775	3.750132201389349	3.1770032582361702	1.5137850084964577	1.1905588809244303	4.815739674523204	2.4078984357257225	4.546237842273253	2.3613631319101205
INM-CM4-8	1.1774047606084432	6.201557007264494	81.24441687101465	5000.0	1.2243786032473305	1.3262543754845963	1.2014722655966266	0.0006933155267088	2.61013950627805	2.5168959956618777	1.4547336291370931	0.0008394612519877	3.2913042961645043	1.876399279927631	2.716526259651824	1.8337841642767576
INM-CM5-0	1.0353702914753722	6.300617625409384	158.90196516761185	5000.0	1.113477562228679	1.6571940667473155	1.2316614772872865	0.0273412368370191	1.9666016994544653	3.191300663407026	1.3821934108712526	0.0306828443513813	3.2853893090420625	2.01483717155015	2.943525427293129	1.9121990438933287
IPSL-CM6A-LR	1.1180621980436898	10.132847926817494	90.16533299665277	5000.0	1.7948531204851068	3.259035492766809	2.6441005963259974	1.840703497753852	3.839905194123877	2.614586851172427	1.6918566246179343	1.1777942227158364	4.662071446315037	4.769346353665883	3.6127064246772713	4.4303317470342245
KACE-1-0-G	1.4758747219485202	7.869764668266697	179.45032533858085	5000.0	2.107309659921198	2.5856370476553505	3.768827838868288	2.230794638783978	2.322622904557067	2.442736943830848	2.228340400994274	1.3189697254561938	4.156334987419191	5.346284592614407	3.617418158709078	4.883378260840003
KIOST-ESM	1.1071058574141823	5.729543321534099	264.94563277304707	5000.0	1.779495094717943	1.9311168806938164	3.6911430591648378	0.3406850180160178	2.3821886511542223	2.6626439117185554	2.4976044911852835	0.2305238289162572	3.886480441487159	3.871220026296308	3.177417192451752	3.4832601976403543
MIROC-ES2L	1.6664438569793385	10.190221663653936	411.29671816795263	5000.0	1.741275105421897	2.048118557788704	1.0635517345217098	0.0181942584384802	3.379722217227976	2.4962327721608872	2.5157825189239764	0.0430376782234276	4.217387593268134	2.4355698280853955	4.1106519719430805	2.660075471730936
MIROC6	1.985521654602664	13.453884329237704	325.71562003053606	5000.0	2.383133463158842	1.1949563617772725	1.2041789855966394	0.1698748084272711	3.636366559457055	1.5751889757043158	2.0998077643879527	0.2962221114768599	3.803792705513091	2.4760718094800125	3.7769514044409136	2.571830094087776
MPI-ESM-1-2-HAM	1.5025796705498928	10.503487819355373	308.60251965438795	5000.0	2.1663928476124377	1.766973638620295	2.445968659624749	0.0376574703552791	4.04130171400559	2.7483366212160663	2.5311292902523195	0.0389685803364621	4.6798681029052185	3.2084963081063806	4.05967348951831	2.976797573894873
MPI-ESM1-2-HR	2.113656241991022	11.687487699346264	95.35550059453304	5000.0	2.7733394511558163	0.6677970990697353	1.8271963782946248	1.0388791589369744	4.4238021624628345	1.283800851375519	1.8109051138582355	1.029616522858693	4.274062325277641	3.153606043728576	3.705560991139728	2.962377166973589
MPI-ESM1-2-LR	1.924543951865369	10.243233495141274	258.83985215326163	5000.0	2.540915099232388	1.5044191012037829	2.1822219981215216	0.0677981721476524	4.837261688324516	2.2119286579536137	2.5892728426463867	0.0804445954967434	4.85945389221063	3.1476771853526726	4.2627979447370805	3.012526091529337
MRI-ESM2-0	1.099939869581456	5.905724841832186	244.3208353289824	5000.0	1.315203781730078	2.0897320537774773	3.210023755353002	0.0726708723571589	1.8205954578642785	2.928476918452338	2.885213003740284	0.0653175683103217	3.849801474183611	3.343815231608858	3.552093664846768	3.086952542413792
NESM3	1.2809593266667914	12.630619238200424	92.79478458572572	5000.0	3.471575013859488	2.093574764064131	1.8669362305347104	1.879097925691882	4.715720313718784	1.500528653791961	1.5786797536481052	1.588963673152505	4.691946197155678	4.655591967075106	3.86658571960027	4.6880255193702025
NorCPM1	1.0300050452539566	5.357287918092504	85.18785458646505	5000.0	1.1608974522918645	1.843799025858256	2.0669368889540345	1.6074394449000566	1.1190620187118363	3.387644047106173	1.7189527292695408	1.3368150888945287	3.78123694199104	3.3395364060021056	3.3115010682579564	3.0570600456701387
NorESM2-LM	1.979399490917977	13.707375654125675	286.0205231839248	5000.0	3.0370386286040443	0.0	2.701523032627135	0.0220388376969852	7.397795167400205	0.0	2.535544351954613	0.020684795121622	4.977012157238219	2.880300249464082	3.414384526003885	2.583753126559835
NorESM2-MM	2.026528657910848	11.407234226975454	254.04034014774007	5000.0	3.207353298400789	0.0	1.8845483784984545	0.0126442528844937	6.633511247520918	0.0	2.5118012231569686	0.0168527644201326	4.58108261754901	2.5522729648918685	3.9074764534893576	2.4373104847075053
SAM0-UNICON	3.847327996559653	25.110527104097496	281.4872671850739	5000.0	4.1805804380028855	0.0	3.726897678649448	0.1313097790847857	5.542926804238513	0.0	3.110316902185139	0.1095857897170944	4.381414748070373	4.01939394786856	3.92331024415219	3.716251974721571
TaiESM1	1.4639904192831947	8.528621858186792	304.88268955469977	5000.0	1.7131796076294816	3.124134128604686	4.423466672336041	0.0169146134267734	3.296502645653183	3.0921235392595943	3.2459241713370592	0.0124118834022528	4.823481119826044	4.638847510998492	3.860757071129216	4.34161597097933
UKESM1-0-LL	1.929048997556181	14.397623186190016	98.25314565978724	5000.0	2.7075998068068783	2.763639623283777	2.984948860051096	2.6476433968514463	2.8999297696549418	1.9042740818732824	1.8205024670382624	1.614781881295988	4.119744099931237	5.551915843496599	3.602873840749476	5.364982048362039
CIESM	2.8784064776645764	17.333604659372547	284.8032034544597	5000.0	3.396457404536133	2.097520861653214	6.931838807713143	0.2483597969064027	3.552868429023185	1.8985756975171184	3.529310138128857	0.126451115416887	4.553602690043023	6.337088435404446	3.875779820255244	5.63995669580185
fGOALS-f3-L	1.230264673602794	6.335579774619677	138.56901582214093	5000.0	1.5389121271736532	2.3343864816924618	2.0256087461444445	0.4447948024213553	2.731798375039577	3.9828819294774513	2.1762472423981887	0.4778728686104792	4.684400207762848	3.171851078715957	4.091395734819738	3.0070296695581904
